Game_id,Date,HomeTeam,HomeRank,HomeRecord,AwayTeam,AwayRank,AwayRecord
400595357,2014-11-14,OSU,20,"(1-0, 1-0 home)",UMass Lowell,NR,"(0-1, 0-1 away)"
400589072,2014-11-14,Purdue,NR,"(1-0, 1-0 home)",Samford,NR,"(0-1, 0-1 away)"
400595356,2014-11-14,Indiana,NR,"(1-0, 1-0 home)",Miss Valley St,NR,"(0-1, 0-1 away)"
400595358,2014-11-14,Penn State,NR,"(1-0, 1-0 home)",Morgan State,NR,"(0-1, 0-1 away)"
400587748,2014-11-14,Louisville,8,"(1-0, 0-0 home)",Minnesota,NR,"(0-1, 0-0 away)"
400595359,2014-11-14,Maryland,NR,"(1-0, 1-0 home)",Wagner,NR,"(0-1, 0-1 away)"
400595360,2014-11-14,Northwestern,NR,"(1-0, 1-0 home)",Houston Baptist,NR,"(0-1, 0-1 away)"
400588633,2014-11-14,Wisconsin,3,"(1-0, 1-0 home)",N Kentucky,NR,"(0-1, 0-1 away)"
400594864,2014-11-14,Illinois,NR,"(1-0, 1-0 home)",Ga Southern,NR,"(0-1, 0-1 away)"
400587026,2014-11-14,Navy,NR,"(0-1, 0-1 home)",Michigan State,18,"(1-0, 1-0 away)"
400595361,2014-11-14,Iowa,NR,"(1-0, 1-0 home)",Hampton,NR,"(0-1, 0-1 away)"
400595362,2014-11-15,Michigan,24,"(1-0, 1-0 home)",Hillsdale,NR, 
400589076,2014-11-16,Wisconsin,3,"(2-0, 2-0 home)",Chattanooga,NR,"(1-1, 0-1 away)"
400588638,2014-11-16,Nebraska,21,"(1-0, 1-0 home)",N Kentucky,NR,"(0-2, 0-2 away)"
400586868,2014-11-16,Purdue,NR,"(2-0, 2-0 home)",IUPUI,NR,"(0-2, 0-1 away)"
400591093,2014-11-16,Penn State,NR,"(2-0, 2-0 home)",Fordham,NR,"(1-1, 0-1 away)"
400595364,2014-11-16,Illinois,NR,"(2-0, 2-0 home)",Coppin State,NR,"(0-2, 0-2 away)"
400591090,2014-11-16,Rutgers,NR,"(0-1, 0-1 home)",G Washington,NR,"(2-0, 1-0 away)"
400598833,2014-11-17,Indiana,NR,"(2-0, 2-0 home)",Texas Southern,NR,"(0-2, 0-2 away)"
400591214,2014-11-17,Brown,NR,"(1-1, 1-1 home)",Northwestern,NR,"(2-0, 1-0 away)"
400591732,2014-11-17,Maryland,NR,"(2-0, 2-0 home)",Cent Conn St,NR,"(0-2, 0-1 away)"
400587035,2014-11-17,Michigan,24,"(2-0, 2-0 home)",Bucknell,NR,"(1-1, 0-1 away)"
400586871,2014-11-17,Iowa,NR,"(2-0, 2-0 home)",North Dakota St,NR,"(0-2, 0-2 away)"
400587768,2014-11-18,Duke,4,"(3-0, 2-0 home)",Michigan State,19,"(1-1, 1-0 away)"
400588333,2014-11-18,OSU,20,"(2-0, 2-0 home)",Marquette,NR,"(1-1, 0-1 away)"
400595367,2014-11-18,Nebraska,21,"(2-0, 2-0 home)",Cent Arkansas,NR,"(0-3, 0-2 away)"
400591352,2014-11-18,Minnesota,NR,"(1-1, 1-0 home)",W Kentucky,NR,"(1-1, 0-1 away)"
400591755,2014-11-19,Rutgers,NR,"(1-1, 1-1 home)",Fair Dickinson,NR,"(2-1, 1-1 away)"
400595369,2014-11-19,Wisconsin,3,"(3-0, 3-0 home)",Green Bay,NR,"(1-1, 0-1 away)"
400591355,2014-11-20,Charlotte,NR,"(2-0, 0-0 home)",Penn State,NR,"(2-1, 0-0 away)"
400595371,2014-11-20,Michigan,24,"(3-0, 3-0 home)",Detroit,NR,"(1-2, 0-2 away)"
400585688,2014-11-20,Iowa,NR,"(2-1, 2-0 home)",Texas,10,"(3-0, 0-0 away)"
400595372,2014-11-20,Purdue,NR,"(3-0, 3-0 home)",Grambling St,NR,"(1-2, 0-2 away)"
400591098,2014-11-20,Maryland,NR,"(3-0, 3-0 home)",Fordham,NR,"(1-2, 0-2 away)"
400586679,2014-11-20,Indiana,NR,"(3-0, 3-0 home)",SMU,22,"(1-2, 0-2 away)"
400588649,2014-11-20,Northwestern,NR,"(3-0, 2-0 home)",North Florida,NR,"(1-2, 0-2 away)"
400595373,2014-11-20,Minnesota,NR,"(2-1, 2-0 home)",Franklin Pierce,NR, 
400607994,2014-11-21,Iowa,NR,"(2-2, 2-0 home)",Syracuse,23,"(3-1, 0-0 away)"
400586311,2014-11-21,Michigan State,19,"(2-1, 1-0 home)",Loyola (CHI),NR,"(2-1, 0-1 away)"
400595375,2014-11-21,Illinois,NR,"(3-0, 3-0 home)",Austin Peay,NR,"(1-3, 0-3 away)"
400607997,2014-11-21,Cornell,NR,"(2-3, 1-0 home)",Penn State,NR,"(3-1, 0-0 away)"
400595379,2014-11-22,Northwestern,NR,"(4-0, 3-0 home)",Elon,NR,"(1-2, 0-1 away)"
400591101,2014-11-22,URI,NR,"(3-0, 3-0 home)",Nebraska,21,"(2-1, 0-1 away)"
400608211,2014-11-23,Penn State,NR,"(4-1, 2-0 home)",USC,NR,"(2-3, 0-0 away)"
400596029,2014-11-23,Rutgers,NR,"(2-1, 2-1 home)",St Francis (BKN),NR,"(0-3, 0-2 away)"
400595381,2014-11-23,OSU,20,"(3-0, 3-0 home)",Sacred Heart,NR,"(1-2, 0-1 away)"
400585696,2014-11-24,Kansas State,NR,"(3-1, 2-0 home)",Purdue,NR,"(3-1, 0-0 away)"
400595383,2014-11-24,Michigan State,20,"(3-1, 2-0 home)",Santa Clara,NR,"(2-2, 0-2 away)"
400593202,2014-11-24,Maryland,NR,"(4-0, 3-0 home)",Arizona State,NR,"(3-1, 0-0 away)"
400587233,2014-11-24,Iowa,NR,"(3-2, 3-0 home)",Pepperdine,NR,"(3-1, 1-1 away)"
400591215,2014-11-24,Illinois,NR,"(4-0, 4-0 home)",Brown,NR,"(1-4, 0-3 away)"
400593203,2014-11-24,Oregon,NR,"(3-1, 3-0 home)",Michigan,19,"(4-0, 0-0 away)"
400608448,2014-11-25,Missouri,NR,"(2-3, 2-1 home)",Purdue,NR,"(4-1, 0-0 away)"
400586143,2014-11-25,Rutgers,NR,"(2-2, 2-2 home)",St Peter's,NR,"(1-4, 0-1 MAAC)"
400587411,2014-11-25,Penn State,NR,"(5-1, 3-0 home)",Akron,NR,"(3-2, 0-1 away)"
400586889,2014-11-25,Nebraska,NR,"(3-1, 3-0 home)",Omaha,NR,"(2-2, 1-2 away)"
400608478,2014-11-25,Iowa State,13,"(3-1, 2-0 home)",Maryland,NR,"(5-0, 0-0 away)"
400608480,2014-11-25,Michigan,19,"(4-1, 3-0 home)",Villanova,12,"(5-0, 0-0 away)"
400608582,2014-11-26,BYU,NR,"(4-2, 3-0 home)",Purdue,NR,"(5-1, 0-0 away)"
400591368,2014-11-26,Wisconsin,2,"(5-0, 4-0 home)",UAB,NR,"(2-3, 0-0 away)"
400589276,2014-11-26,OSU,16,"(4-0, 4-0 home)",Campbell,NR,"(1-3, 0-2 away)"
400588344,2014-11-26,Minnesota,NR,"(3-2, 3-0 home)",St John's,NR,"(4-0, 0-0 away)"
400587416,2014-11-26,Iowa,NR,"(4-2, 4-0 home)",N Illinois,NR,"(2-1, 0-1 away)"
400608870,2014-11-27,Wisconsin,2,"(6-0, 4-0 home)",Georgetown,NR,"(4-1, 0-0 away)"
400586146,2014-11-27,Rider,NR,"(2-3, 1-0 home)",Michigan State,20,"(4-1, 1-0 away)"
400597912,2014-11-28,OSU,16,"(5-0, 5-0 home)",JMU,NR,"(4-2, 0-1 away)"
